"year","month","start station id","start station name","start station latitude","start station longitude","num_trips"
"2018","01","83","Atlantic Ave & Fort Greene Pl","40.68382604","-73.97632328","685"
"2018","01","3166","Riverside Dr & W 72 St","40.78057799010334","-73.98562431335449","680"
"2018","01","217","Old Fulton St","40.70277159","-73.99383605","679"
"2018","01","3335","Union St & 4 Ave","40.6772744","-73.98282002","676"
"2018","01","341","Stanton St & Mangin St","40.71782143","-73.97628939","671"
"2018","01","3438","E 76 St & 3 Ave","40.772248537721744","-73.95842134952545","667"
"2018","01","3148","E 84 St & 1 Ave","40.77565541","-73.95068615","667"
"2018","01","3131","E 68 St & 3 Ave","40.76712840349542","-73.96224617958069","664"
"2018","01","3367","5 Ave & E 103 St","40.7922553","-73.95249933","663"
"2018","01","3150","E 85 St & York Ave","40.77536905","-73.94803392","663"
"2018","01","399","Lafayette Ave & St James Pl","40.68851534","-73.9647628","660"
