"year","month","end station id","end station name","end station latitude","end station longitude","num_trips"
"2018","01","157","Henry St & Atlantic Ave","40.69089272","-73.99612349","741"
"2018","01","3286","E 89 St & 3 Ave","40.7806284","-73.9521667","738"
"2018","01","3135","E 75 St & 3 Ave","40.77112927","-73.95772297","737"
"2018","01","3129","Queens Plaza North & Crescent St","40.75110165","-73.94073717","736"
"2018","01","349","Rivington St & Ridge St","40.71850211","-73.98329859","727"
"2018","01","3078","Broadway & Roebling St","40.70924826276157","-73.96063148975372","727"
"2018","01","3374","Central Park North & Adam Clayton Powell Blvd","40.799484","-73.955613","724"
"2018","01","3368","5 Ave & 3 St","40.6728155","-73.98352355","718"
"2018","01","360","William St & Pine St","40.70717936","-74.00887308","717"
"2018","01","3285","W 87 St & Amsterdam Ave","40.78839","-73.9747","710"
"2018","01","314","Cadman Plaza West & Montague St","40.69383","-73.990539","705"
"2018","01","454","E 51 St & 1 Ave","40.75455731","-73.96592976","704"
"2018","01","516","E 47 St & 1 Ave","40.75206862","-73.96784384","703"
"2018","01","3145","E 84 St & Park Ave","40.77862688","-73.95772073","701"
"2018","01","3462","E 44 St & 2 Ave","40.75118387463277","-73.97138714790344","700"
"2018","01","3290","E 89 St & York Ave","40.7779453","-73.946041","699"
"2018","01","3146","E 81 St & 3 Ave","40.77573034","-73.9567526","698"
"2018","01","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","696"
"2018","01","3106","Driggs Ave & N Henry St","40.72325","-73.94308","693"
"2018","01","437","Macon St & Nostrand Ave","40.6809833854","-73.9500479759","693"
"2018","01","3148","E 84 St & 1 Ave","40.77565541","-73.95068615","692"
"2018","01","3226","W 82 St & Central Park West","40.78275","-73.97137","688"
"2018","01","3336","E 97 St & Madison Ave","40.787801","-73.953559","684"
"2018","01","3367","5 Ave & E 103 St","40.7922553","-73.95249933","682"
"2018","01","3166","Riverside Dr & W 72 St","40.78057799010334","-73.98562431335449","681"
"2018","01","83","Atlantic Ave & Fort Greene Pl","40.68382604","-73.97632328","680"
"2018","01","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","677"
"2018","01","3242","Schermerhorn St & Court St","40.69102925677968","-73.99183362722397","675"
"2018","01","341","Stanton St & Mangin St","40.71782143","-73.97628939","674"
"2018","01","3438","E 76 St & 3 Ave","40.772248537721744","-73.95842134952545","672"
"2018","01","3373","3 St & 3 Ave","40.6750705","-73.98775226","663"
"2018","01","3238","E 80 St & 2 Ave","40.77391390238118","-73.9543953537941","663"
"2018","01","3116","Huron St & Franklin St","40.73266","-73.95826","661"
"2018","01","3108","Nassau Ave & Russell St","40.72557","-73.94434","658"
"2018","01","242","Carlton Ave & Flushing Ave","40.697787","-73.973736","657"
"2018","01","3150","E 85 St & York Ave","40.77536905","-73.94803392","652"
